loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti
2400, 36 months,16.59,D,,RENT,23000.0,Feb-2014,Fully Paid,debt_consolidation,CA,25.42
9500, 36 months,10.16,B,1 year,RENT,65000.0,May-2013,Fully Paid,credit_card,IL,14.69
1575, 36 months,17.57,D,10+ years,RENT,65000.0,Oct-2015,Fully Paid,other,CA,18.94
18000, 36 months,9.99,B,< 1 year,MORTGAGE,45000.0,Nov-2015,Fully Paid,debt_consolidation,RI,3.95
30000, 36 months,14.07,C,10+ years,RENT,152000.0,Mar-2018,Charged Off,debt_consolidation,GA,21.93
15000, 60 months,17.56,D,1 year,RENT,85000.0,Jul-2013,Fully Paid,debt_consolidation,TX,32.01
21000, 60 months,12.59,C,1 year,MORTGAGE,70000.0,Dec-2015,Charged Off,credit_card,MO,18.53
2000, 36 months,8.39,B,9 years,OWN,45000.0,Mar-2016,Fully Paid,major_purchase,WA,15.77
35000, 36 months,9.99,B,10+ years,OWN,140000.0,Oct-2015,Fully Paid,debt_consolidation,TX,16.25
27000, 60 months,20.75,E,5 years,MORTGAGE,60000.0,Apr-2016,Fully Paid,debt_consolidation,PA,21.48
16000, 36 months,15.31,C,2 years,MORTGAGE,146000.0,May-2016,Charged Off,debt_consolidation,PA,4.91
3200, 36 months,12.29,C,1 year,MORTGAGE,50000.0,Apr-2015,Fully Paid,debt_consolidation,KY,10.56
19200, 36 months,6.03,A,2 years,MORTGAGE,95500.0,Nov-2013,Fully Paid,debt_consolidation,IL,9.31
18000, 36 months,13.99,C,10+ years,MORTGAGE,84700.0,May-2015,Charged Off,debt_consolidation,WV,13.25
20000, 36 months,6.24,A,10+ years,RENT,60000.0,Nov-2015,Charged Off,debt_consolidation,CA,20.29
5000, 60 months,18.39,E,< 1 year,RENT,18000.0,May-2011,Charged Off,debt_consolidation,CA,13.87
6000, 36 months,13.18,C,3 years,RENT,44000.0,Dec-2015,Fully Paid,other,FL,17.33
10500, 36 months,8.9,A,2 years,MORTGAGE,75000.0,Mar-2014,Charged Off,debt_consolidation,FL,10.09
35000, 60 months,17.57,D,1 year,MORTGAGE,120000.0,Apr-2014,Fully Paid,home_improvement,CO,15.27
4000, 36 months,7.97,A,5 years,MORTGAGE,65000.0,Dec-2017,Fully Paid,debt_consolidation,TX,17.12
21000, 60 months,18.75,D,10+ years,MORTGAGE,70000.0,Jul-2012,Fully Paid,debt_consolidation,KS,21.28
40000, 36 months,5.32,A,4 years,MORTGAGE,129000.0,Oct-2017,Charged Off,credit_card,CA,17.53
15000, 60 months,9.17,B,10+ years,MORTGAGE,41000.0,Nov-2015,Fully Paid,debt_consolidation,TX,16.39
20000, 36 months,17.57,D,8 years,RENT,61861.0,May-2015,Fully Paid,debt_consolidation,CA,34.16
14000, 60 months,11.53,B,3 years,OWN,45000.0,May-2015,Charged Off,debt_consolidation,AZ,7.47
20000, 60 months,16.2,C,2 years,OWN,45000.0,Oct-2013,Charged Off,debt_consolidation,MI,20.02
25000, 60 months,9.17,B,10+ years,OWN,75000.0,Sep-2015,Fully Paid,debt_consolidation,TX,19.49
5000, 36 months,16.99,D,2 years,RENT,48000.0,Jun-2015,Fully Paid,other,CA,24.68
5000, 36 months,6.62,A,6 years,MORTGAGE,46000.0,Nov-2012,Fully Paid,debt_consolidation,CA,13.17
24000, 36 months,13.49,C,10+ years,MORTGAGE,110000.0,Sep-2016,Fully Paid,home_improvement,CA,20.03
35000, 60 months,17.57,D,1 year,RENT,115000.0,Jul-2015,Charged Off,debt_consolidation,NY,33.1
10000, 36 months,13.59,C,10+ years,MORTGAGE,110000.0,Jul-2017,Fully Paid,other,MA,7.78
13925, 36 months,17.86,D,10+ years,RENT,37000.0,Oct-2015,Fully Paid,other,CA,18.2
32000, 36 months,18.99,E,2 years,MORTGAGE,100000.0,Jul-2014,Fully Paid,debt_consolidation,NM,24.74
10150, 60 months,18.06,D,4 years,MORTGAGE,52000.0,Jul-2017,Fully Paid,home_improvement,CT,13.92
12000, 36 months,5.32,A,3 years,RENT,98000.0,Feb-2016,Fully Paid,debt_consolidation,NC,12.06
5000, 36 months,9.75,B,8 years,RENT,67000.0,Mar-2016,Fully Paid,debt_consolidation,NJ,18.56
27000, 60 months,7.89,A,6 years,MORTGAGE,528000.0,Jun-2015,Fully Paid,debt_consolidation,IL,9.23
10000, 36 months,11.67,B,5 years,RENT,81000.0,Jun-2014,Fully Paid,debt_consolidation,OH,12.13
15000, 36 months,8.99,B,6 years,MORTGAGE,106000.0,Aug-2016,Fully Paid,debt_consolidation,MD,15.13
10000, 60 months,20.99,E,10+ years,OWN,63000.0,Oct-2014,Fully Paid,debt_consolidation,FL,16.55
12000, 36 months,22.91,E,3 years,OWN,46000.0,Oct-2017,Fully Paid,medical,NY,30.5
21425, 60 months,21.99,F,7 years,RENT,51015.0,Dec-2015,Fully Paid,home_improvement,NC,16.11
26500, 60 months,25.99,F,8 years,MORTGAGE,108000.0,Dec-2015,Charged Off,debt_consolidation,NJ,13.37
19225, 60 months,21.49,E,9 years,MORTGAGE,83000.0,Jun-2013,Charged Off,other,KS,27.53
13500, 36 months,8.9,A,,RENT,45000.0,Oct-2012,Fully Paid,debt_consolidation,FL,10.27
7000, 36 months,9.16,B,7 years,MORTGAGE,45000.0,Mar-2016,Fully Paid,credit_card,TX,33.92
6000, 36 months,17.76,D,10+ years,RENT,56264.0,Dec-2013,Fully Paid,other,CA,32.26
15000, 36 months,7.89,A,2 years,MORTGAGE,75000.0,May-2015,Fully Paid,debt_consolidation,FL,7.25
15000, 36 months,9.17,B,3 years,MORTGAGE,48000.0,Nov-2015,Fully Paid,credit_card,GA,17.46
20000, 60 months,11.99,B,3 years,OWN,117000.0,Feb-2018,Charged Off,debt_consolidation,FL,0.84
40000, 60 months,14.49,C,10+ years,RENT,350000.0,Aug-2016,Fully Paid,debt_consolidation,NJ,10.02
9800, 36 months,7.89,A,,OWN,56000.0,Aug-2015,Fully Paid,debt_consolidation,MI,23.21
16000, 36 months,13.99,C,3 years,MORTGAGE,55500.0,Oct-2015,Fully Paid,debt_consolidation,OR,9.88
28000, 60 months,28.49,G,10+ years,MORTGAGE,110000.0,Jun-2015,Fully Paid,home_improvement,NV,20.64
8000, 36 months,13.65,C,2 years,RENT,50000.0,Apr-2014,Fully Paid,debt_consolidation,CA,8.31
16150, 36 months,16.99,D,,MORTGAGE,45000.0,Oct-2014,Charged Off,debt_consolidation,FL,25.97
18950, 36 months,15.31,C,10+ years,MORTGAGE,82000.0,Mar-2016,Fully Paid,debt_consolidation,GA,37.78
7200, 36 months,14.49,C,,OWN,31572.0,Aug-2016,Charged Off,debt_consolidation,AZ,11.06
16800, 36 months,9.16,B,10+ years,RENT,134000.0,Jun-2016,Fully Paid,debt_consolidation,FL,4.4
8250, 36 months,7.62,A,10+ years,RENT,25865.0,Aug-2013,Fully Paid,debt_consolidation,CA,17.26
24000, 36 months,6.68,A,10+ years,MORTGAGE,120000.0,Apr-2015,Fully Paid,credit_card,IL,11.09
30000, 36 months,18.99,D,10+ years,MORTGAGE,132182.4,Mar-2017,Charged Off,debt_consolidation,OK,19.46
2000, 36 months,10.99,B,2 years,RENT,80000.0,Oct-2016,Fully Paid,medical,NM,15.17
21000, 36 months,7.21,A,< 1 year,RENT,39000.0,Sep-2017,Charged Off,other,MI,10.83
7375, 36 months,12.99,C,,RENT,20500.0,Apr-2016,Charged Off,debt_consolidation,NH,30.16
30000, 36 months,11.49,B,10+ years,OWN,150000.0,Jul-2016,Fully Paid,debt_consolidation,OK,12.49
16000, 36 months,8.18,B,10+ years,MORTGAGE,70000.0,Jul-2015,Fully Paid,debt_consolidation,TX,22.32
12000, 36 months,5.32,A,10+ years,MORTGAGE,125700.0,Apr-2017,Fully Paid,debt_consolidation,CA,6.05
17425, 60 months,16.59,D,10+ years,RENT,44000.0,Apr-2014,Fully Paid,debt_consolidation,NY,14.89
20000, 36 months,10.49,B,5 years,MORTGAGE,60000.0,Dec-2014,Fully Paid,debt_consolidation,WA,20.71
12000, 60 months,15.61,C,3 years,MORTGAGE,72000.0,Nov-2013,Fully Paid,debt_consolidation,VA,17.17
10000, 36 months,11.49,B,,OWN,65000.0,Mar-2017,Fully Paid,debt_consolidation,FL,30.15
10000, 36 months,7.89,A,7 years,RENT,45000.0,Jul-2015,Fully Paid,credit_card,WA,19.6
6000, 36 months,9.17,B,1 year,OWN,72000.0,Oct-2015,Fully Paid,debt_consolidation,GA,13.7
12000, 60 months,11.53,B,10+ years,MORTGAGE,61000.0,Mar-2015,Fully Paid,debt_consolidation,MN,11.51
19425, 36 months,18.55,D,3 years,RENT,43544.0,Sep-2013,Fully Paid,debt_consolidation,WI,5.37
3600, 36 months,12.69,C,7 years,RENT,45000.0,May-2015,Fully Paid,other,MD,9.04
35000, 60 months,17.09,D,10+ years,MORTGAGE,115000.0,Dec-2017,Fully Paid,debt_consolidation,MA,20.76
11600, 36 months,6.89,A,4 years,MORTGAGE,39520.0,Jul-2015,Fully Paid,debt_consolidation,PA,9.14
12000, 36 months,9.16,B,1 year,MORTGAGE,48000.0,Apr-2016,Charged Off,debt_consolidation,WY,12.43
16000, 60 months,19.99,E,5 years,RENT,55000.0,Aug-2015,Charged Off,debt_consolidation,NC,22.57
6000, 36 months,10.75,B,10+ years,MORTGAGE,60000.0,Mar-2016,Fully Paid,debt_consolidation,OH,16.6
8000, 36 months,17.56,D,4 years,RENT,43000.0,Aug-2013,Charged Off,debt_consolidation,FL,13.53
6500, 36 months,9.58,B,,RENT,39840.0,Jul-2018,Fully Paid,debt_consolidation,MD,15.87
40000, 60 months,14.07,C,5 years,MORTGAGE,48850.0,Apr-2018,Fully Paid,debt_consolidation,AL,29.09
9000, 36 months,18.55,D,6 years,RENT,74000.0,Nov-2013,Charged Off,medical,TX,18.41
6000, 36 months,7.21,A,< 1 year,RENT,50000.0,Aug-2017,Fully Paid,credit_card,OH,11.11
14000, 60 months,13.67,C,10+ years,MORTGAGE,42960.0,Mar-2016,Fully Paid,debt_consolidation,GA,21.01
12800, 36 months,6.0,A,10+ years,MORTGAGE,150100.0,Jun-2016,Fully Paid,credit_card,OH,9.55
35000, 36 months,14.99,C,9 years,MORTGAGE,110000.0,Apr-2017,Fully Paid,debt_consolidation,IL,19.81
5500, 36 months,5.99,A,,MORTGAGE,45000.0,Jul-2011,Charged Off,small_business,MA,4.96
20000, 36 months,13.68,C,5 years,MORTGAGE,82000.0,Jul-2013,Fully Paid,debt_consolidation,AL,12.57
30000, 36 months,16.24,C,,MORTGAGE,90564.0,Feb-2014,Fully Paid,credit_card,AL,24.71
8000, 36 months,12.99,B,2 years,RENT,50000.0,Nov-2013,Charged Off,debt_consolidation,CA,5.26
15000, 36 months,11.99,B,10+ years,MORTGAGE,68000.0,May-2014,Charged Off,home_improvement,DE,5.08
8000, 36 months,12.29,C,,RENT,28000.0,Nov-2015,Charged Off,debt_consolidation,CT,31.63
6025, 36 months,12.74,C,9 years,RENT,60000.0,Dec-2016,Fully Paid,debt_consolidation,MA,28.44
8800, 36 months,10.49,B,10+ years,MORTGAGE,55000.0,Mar-2017,Fully Paid,debt_consolidation,KS,29.89
24000, 36 months,5.32,A,5 years,MORTGAGE,200000.0,Sep-2015,Fully Paid,debt_consolidation,OH,29.68
4200, 36 months,10.91,B,1 year,RENT,42500.0,Dec-2017,Fully Paid,debt_consolidation,NY,17.68
1000, 36 months,14.61,D,10+ years,MORTGAGE,42588.0,Aug-2009,Fully Paid,home_improvement,WA,17.75
20000, 36 months,11.99,B,10+ years,MORTGAGE,85000.0,Jan-2015,Fully Paid,debt_consolidation,CO,17.25
10000, 60 months,13.65,C,10+ years,MORTGAGE,175000.0,May-2014,Fully Paid,home_improvement,NJ,18.22
7800, 36 months,11.49,B,10+ years,MORTGAGE,39000.0,Oct-2016,Fully Paid,debt_consolidation,FL,25.85
22750, 36 months,6.99,A,,MORTGAGE,125423.0,Feb-2015,Fully Paid,debt_consolidation,CO,16.22
5000, 36 months,8.67,B,< 1 year,OWN,52000.0,Nov-2014,Fully Paid,credit_card,PA,2.82
20000, 60 months,11.99,B,10+ years,OWN,49000.0,Jan-2015,Charged Off,credit_card,FL,19.83
5000, 36 months,8.39,B,1 year,MORTGAGE,40000.0,Apr-2016,Fully Paid,credit_card,CT,15.84
18350, 36 months,18.92,D,3 years,OWN,46000.0,Apr-2014,Fully Paid,debt_consolidation,MI,17.53
3000, 36 months,13.98,C,10+ years,RENT,61992.0,Oct-2014,Fully Paid,other,CA,22.36
12000, 60 months,17.86,D,2 years,RENT,24000.0,Mar-2015,Fully Paid,debt_consolidation,TN,21.55
8000, 36 months,10.49,B,,OWN,60000.0,Feb-2015,Fully Paid,debt_consolidation,TX,39.12
15000, 60 months,18.49,E,9 years,MORTGAGE,90000.0,Dec-2015,Fully Paid,debt_consolidation,CO,25.13
7800, 36 months,13.65,C,10+ years,RENT,84000.0,Apr-2014,Charged Off,debt_consolidation,IL,24.34
8900, 36 months,13.99,C,10+ years,RENT,62725.0,Dec-2016,Fully Paid,debt_consolidation,FL,12.91
5000, 36 months,8.18,B,< 1 year,RENT,140000.0,Jul-2015,Fully Paid,credit_card,TX,24.71
19100, 36 months,13.58,C,10+ years,MORTGAGE,84000.0,May-2018,Fully Paid,credit_card,AR,12.53
13675, 60 months,19.19,E,2 years,RENT,36000.0,Sep-2015,Charged Off,car,FL,5.6
21000, 36 months,10.75,B,10+ years,RENT,103200.0,Feb-2016,Fully Paid,debt_consolidation,CA,26.66
35000, 60 months,22.99,F,7 years,MORTGAGE,89000.0,Mar-2015,Charged Off,debt_consolidation,NY,23.27
25800, 36 months,6.24,A,5 years,RENT,53350.0,Jun-2015,Fully Paid,credit_card,CA,23.73
13475, 36 months,24.74,E,10+ years,RENT,77000.0,Dec-2016,Charged Off,debt_consolidation,NC,15.5
8400, 36 months,11.99,B,10+ years,MORTGAGE,25000.0,Jan-2015,Fully Paid,credit_card,OH,13.74
35000, 36 months,7.35,A,10+ years,OWN,390000.0,Dec-2017,Fully Paid,credit_card,TX,6.92
7000, 36 months,5.79,A,8 years,MORTGAGE,39000.0,May-2011,Charged Off,debt_consolidation,CA,11.08
20000, 60 months,26.3,E,4 years,MORTGAGE,65000.0,Oct-2017,Fully Paid,debt_consolidation,FL,24.94
12000, 60 months,14.46,C,9 years,RENT,62000.0,Apr-2016,Fully Paid,debt_consolidation,VA,25.74
14000, 36 months,10.99,B,5 years,MORTGAGE,45000.0,Oct-2014,Fully Paid,credit_card,MO,32.41
10000, 36 months,11.99,B,10+ years,RENT,65000.0,Sep-2013,Fully Paid,debt_consolidation,FL,13.96
6400, 36 months,7.26,A,10+ years,MORTGAGE,103000.0,Jun-2015,Fully Paid,debt_consolidation,NY,23.64
9600, 36 months,16.02,C,2 years,MORTGAGE,62000.0,May-2017,Charged Off,home_improvement,VA,33.99
25375, 60 months,26.77,E,10+ years,MORTGAGE,73000.0,Jun-2018,Fully Paid,debt_consolidation,TX,29.9
35000, 60 months,15.61,D,1 year,MORTGAGE,105000.0,Sep-2014,Fully Paid,credit_card,CA,19.99
7000, 36 months,12.59,C,< 1 year,MORTGAGE,88000.0,Nov-2015,Fully Paid,home_improvement,IL,16.58
24000, 60 months,26.24,E,4 years,RENT,180000.0,Mar-2017,Charged Off,major_purchase,TX,29.59
3400, 36 months,16.99,D,7 years,RENT,51000.0,Jun-2014,Fully Paid,debt_consolidation,CA,24.63
2000, 36 months,16.02,C,3 years,RENT,140000.0,Oct-2017,Fully Paid,debt_consolidation,FL,12.99
22000, 36 months,16.02,C,2 years,RENT,62000.0,May-2017,Charged Off,debt_consolidation,FL,32.02
30000, 60 months,17.86,D,8 years,RENT,75000.0,Mar-2015,Charged Off,debt_consolidation,NJ,8.9
9000, 36 months,15.59,D,4 years,RENT,42000.0,Jan-2015,Fully Paid,house,NY,11.34
7000, 36 months,9.67,B,2 years,MORTGAGE,70000.0,Apr-2014,Charged Off,credit_card,IN,24.22
28000, 36 months,8.38,B,< 1 year,MORTGAGE,125000.0,Dec-2015,Fully Paid,debt_consolidation,VA,5.83
2800, 36 months,7.9,A,10+ years,MORTGAGE,52000.0,Aug-2012,Fully Paid,other,KY,18.78
35000, 60 months,23.88,E,10+ years,MORTGAGE,85000.0,Aug-2017,Charged Off,major_purchase,OH,20.1
13000, 60 months,13.98,C,10+ years,RENT,40000.0,Jul-2014,Fully Paid,debt_consolidation,CA,32.73
10000, 36 months,16.2,C,10+ years,MORTGAGE,110000.0,Oct-2013,Fully Paid,debt_consolidation,TX,16.97
12000, 36 months,11.99,B,6 years,RENT,30000.0,Dec-2013,Fully Paid,other,MA,16.44
35000, 36 months,24.85,E,10+ years,MORTGAGE,72000.0,Jun-2017,Charged Off,debt_consolidation,TX,29.55
35000, 36 months,14.46,C,3 years,MORTGAGE,240000.0,Mar-2016,Fully Paid,debt_consolidation,TX,21.01
11000, 36 months,12.35,B,10+ years,RENT,105065.0,Aug-2013,Charged Off,debt_consolidation,NY,7.22
12000, 36 months,7.69,A,3 years,MORTGAGE,62000.0,Aug-2014,Fully Paid,debt_consolidation,IL,18.74
20000, 36 months,7.26,A,< 1 year,MORTGAGE,240000.0,Jun-2015,Fully Paid,debt_consolidation,CO,5.11
10800, 36 months,12.99,C,10+ years,MORTGAGE,80000.0,Jan-2015,Fully Paid,debt_consolidation,TX,13.14
33600, 36 months,9.17,B,3 years,MORTGAGE,71000.0,Jul-2015,Fully Paid,debt_consolidation,CO,22.53
7000, 36 months,7.26,A,5 years,RENT,74976.0,Dec-2015,Fully Paid,debt_consolidation,CA,15.84
8400, 36 months,13.98,C,10+ years,MORTGAGE,84000.0,Jul-2014,Fully Paid,debt_consolidation,CA,7.06
11000, 36 months,11.49,B,10+ years,RENT,76000.0,Aug-2016,Fully Paid,debt_consolidation,NY,25.34
5000, 36 months,9.99,B,4 years,RENT,46000.0,May-2015,Fully Paid,debt_consolidation,VA,10.53
6000, 36 months,7.99,A,5 years,RENT,45000.0,Apr-2017,Fully Paid,debt_consolidation,NV,11.23
5000, 36 months,12.12,B,< 1 year,RENT,30000.0,Sep-2012,Fully Paid,debt_consolidation,SC,28.48
25000, 36 months,13.35,C,6 years,OWN,96000.0,Aug-2014,Charged Off,debt_consolidation,TX,31.38
15000, 36 months,13.33,C,10+ years,MORTGAGE,74500.0,Sep-2015,Charged Off,credit_card,NJ,6.28
1000, 36 months,15.99,C,9 years,MORTGAGE,29110.0,Feb-2017,Fully Paid,other,FL,28.62
12000, 36 months,10.99,B,10+ years,MORTGAGE,46000.0,Oct-2013,Fully Paid,debt_consolidation,NJ,17.37
19500, 36 months,13.49,C,3 years,MORTGAGE,51650.0,Feb-2017,Fully Paid,credit_card,TX,11.92
5000, 36 months,9.63,A,10+ years,MORTGAGE,145008.0,Jul-2009,Fully Paid,vacation,CA,15.07
3000, 36 months,15.61,D,8 years,MORTGAGE,43000.0,Jun-2015,Fully Paid,debt_consolidation,MN,20.76
16800, 36 months,16.99,D,1 year,OWN,64200.0,Dec-2016,Fully Paid,debt_consolidation,FL,18.99
18000, 36 months,19.52,E,9 years,MORTGAGE,52000.0,Aug-2014,Fully Paid,other,UT,17.42
30000, 60 months,20.99,E,7 years,MORTGAGE,85000.0,Nov-2015,Charged Off,debt_consolidation,TX,31.99
5500, 36 months,11.99,B,,OWN,38000.0,Jul-2017,Charged Off,debt_consolidation,CA,2.1
8400, 36 months,9.17,B,10+ years,OWN,62000.0,Dec-2015,Fully Paid,debt_consolidation,TX,15.56
4000, 36 months,6.24,A,6 years,RENT,47000.0,Jun-2015,Fully Paid,debt_consolidation,MD,10.83
20000, 36 months,15.05,C,3 years,MORTGAGE,76850.0,Jun-2017,Fully Paid,debt_consolidation,MA,10.59
4000, 36 months,11.49,B,< 1 year,RENT,50000.0,Nov-2016,Fully Paid,debt_consolidation,VA,27.05
6500, 36 months,13.99,C,10+ years,MORTGAGE,55000.0,Jun-2015,Charged Off,home_improvement,LA,35.13
4000, 36 months,11.44,B,10+ years,OWN,97000.0,Dec-2014,Fully Paid,debt_consolidation,IL,12.2
35000, 60 months,24.11,F,10+ years,MORTGAGE,110000.0,Mar-2016,Charged Off,major_purchase,FL,6.31
3600, 36 months,9.99,B,3 years,OWN,39800.0,Oct-2015,Fully Paid,car,NY,15.77
16000, 36 months,14.99,C,< 1 year,RENT,75000.0,Jan-2017,Fully Paid,credit_card,CO,5.84
4000, 36 months,18.75,D,8 years,RENT,40000.0,Oct-2012,Fully Paid,credit_card,OK,13.68
16900, 36 months,7.49,A,10+ years,RENT,75000.0,Jan-2015,Fully Paid,debt_consolidation,KY,26.1
6000, 36 months,14.99,C,5 years,MORTGAGE,70000.0,Apr-2017,Fully Paid,home_improvement,PA,20.52
19125, 36 months,13.99,C,10+ years,OWN,43620.0,Apr-2015,Charged Off,credit_card,CT,29.57
21000, 36 months,6.89,A,9 years,MORTGAGE,45000.0,Jul-2015,Fully Paid,debt_consolidation,CT,24.8
20000, 36 months,7.89,A,2 years,RENT,120000.0,Apr-2015,Fully Paid,other,MA,4.63
35000, 36 months,8.38,B,10+ years,OWN,150000.0,Dec-2015,Fully Paid,house,NY,4.22
8650, 36 months,5.32,A,< 1 year,MORTGAGE,100000.0,Dec-2015,Fully Paid,credit_card,IN,7.28
1400, 36 months,12.69,C,10+ years,RENT,72000.0,Oct-2015,Fully Paid,other,IL,18.8
10000, 36 months,9.99,B,3 years,RENT,53000.0,Aug-2011,Fully Paid,debt_consolidation,CA,13.97
5000, 36 months,8.39,A,2 years,RENT,37000.0,Sep-2014,Fully Paid,credit_card,NY,23.41
12000, 60 months,14.46,C,10+ years,RENT,32000.0,Apr-2016,Charged Off,debt_consolidation,FL,18.25
16000, 36 months,9.99,B,2 years,RENT,90000.0,Oct-2015,Fully Paid,debt_consolidation,FL,15.29
8000, 36 months,13.33,C,10+ years,RENT,30000.0,Jun-2015,Fully Paid,debt_consolidation,IN,18.8
6600, 36 months,16.99,D,10+ years,MORTGAGE,75000.0,Oct-2014,Charged Off,credit_card,IN,10.77
15700, 36 months,12.12,B,2 years,RENT,120000.0,Sep-2012,Fully Paid,credit_card,CA,14.72
4000, 36 months,13.11,B,10+ years,RENT,29000.0,Jul-2013,Fully Paid,debt_consolidation,OH,20.73
28000, 60 months,21.45,D,< 1 year,RENT,11000.0,Jan-2018,Charged Off,debt_consolidation,CA,117.76
3500, 36 months,17.99,D,1 year,RENT,30600.0,May-2012,Fully Paid,debt_consolidation,CA,9.22
6000, 36 months,12.69,C,5 years,OWN,25000.0,Feb-2015,Fully Paid,credit_card,NJ,16.66
17425, 36 months,17.27,D,7 years,RENT,86940.0,Feb-2016,Fully Paid,debt_consolidation,CA,21.12
14800, 36 months,15.77,D,7 years,RENT,48000.0,Dec-2015,Charged Off,debt_consolidation,WA,20.55
20000, 60 months,13.99,C,4 years,MORTGAGE,90000.0,Mar-2017,Fully Paid,credit_card,NJ,15.8
15000, 36 months,6.67,A,10+ years,RENT,60000.0,Aug-2018,Fully Paid,credit_card,OR,7.8
13000, 60 months,18.92,D,< 1 year,MORTGAGE,76000.0,Mar-2014,Fully Paid,other,CA,13.97
15000, 36 months,12.42,B,10+ years,MORTGAGE,80000.0,Dec-2011,Fully Paid,debt_consolidation,NC,5.61
15000, 36 months,7.35,A,5 years,MORTGAGE,38000.0,Jan-2018,Fully Paid,credit_card,CT,26.03
35000, 36 months,13.99,C,1 year,MORTGAGE,95000.0,Jun-2015,Fully Paid,debt_consolidation,TX,24.65
12000, 36 months,11.49,B,7 years,MORTGAGE,80000.0,Sep-2016,Charged Off,debt_consolidation,CA,17.64
6000, 36 months,16.02,C,5 years,RENT,40000.0,Oct-2017,Charged Off,debt_consolidation,MO,15.21
15000, 36 months,10.99,B,10+ years,OWN,40000.0,Sep-2014,Fully Paid,debt_consolidation,TX,15.06
8500, 36 months,12.39,C,8 years,RENT,27000.0,Nov-2014,Fully Paid,credit_card,NC,15.2
10000, 36 months,17.56,D,7 years,RENT,80000.0,Aug-2013,Fully Paid,debt_consolidation,TX,11.93
2400, 36 months,13.33,C,8 years,MORTGAGE,80000.0,Feb-2015,Fully Paid,major_purchase,OH,30.27
13000, 36 months,13.99,C,7 years,RENT,83500.0,Jul-2016,Charged Off,debt_consolidation,CA,11.93
10000, 36 months,14.09,B,10+ years,RENT,39000.0,Jul-2012,Fully Paid,debt_consolidation,PA,23.08
20000, 36 months,11.99,C,10+ years,RENT,72000.0,Feb-2016,Fully Paid,debt_consolidation,CA,10.77
4500, 36 months,6.67,A,10+ years,MORTGAGE,104000.0,Aug-2018,Fully Paid,car,CO,18.23
24000, 36 months,7.89,A,< 1 year,OWN,200000.0,Jul-2015,Fully Paid,home_improvement,WA,4.28
3000, 36 months,12.39,C,10+ years,RENT,35000.0,Jan-2015,Fully Paid,credit_card,IL,30.76
16000, 36 months,13.68,C,10+ years,MORTGAGE,65750.0,Aug-2013,Fully Paid,debt_consolidation,CA,23.98
4800, 36 months,11.53,B,2 years,RENT,86000.0,Feb-2015,Fully Paid,other,NC,15.59
6400, 36 months,9.99,B,2 years,MORTGAGE,44000.0,Nov-2015,Fully Paid,credit_card,VA,38.33
10125, 36 months,11.49,B,5 years,MORTGAGE,35000.0,Mar-2017,Fully Paid,debt_consolidation,AZ,31.17
22000, 60 months,26.24,E,10+ years,RENT,55000.0,Dec-2016,Fully Paid,debt_consolidation,NY,18.04
12000, 36 months,7.26,A,10+ years,MORTGAGE,55000.0,Oct-2015,Fully Paid,debt_consolidation,AL,28.65
15400, 36 months,24.85,E,1 year,RENT,35000.0,Nov-2017,Charged Off,credit_card,IN,14.78
8000, 36 months,19.99,E,10+ years,MORTGAGE,55000.0,Mar-2014,Fully Paid,debt_consolidation,IN,24.33
30000, 36 months,15.99,D,4 years,RENT,130000.0,Jan-2015,Fully Paid,debt_consolidation,CA,10.7
12000, 60 months,29.49,F,1 year,RENT,75000.0,Apr-2017,Charged Off,debt_consolidation,MA,3.2
4000, 36 months,9.75,B,3 years,RENT,54000.0,Jun-2016,Fully Paid,moving,CA,18.11
18625, 36 months,16.49,D,< 1 year,RENT,70000.0,Feb-2015,Fully Paid,debt_consolidation,TX,15.74
11200, 60 months,12.69,C,3 years,OWN,60000.0,Jun-2015,Fully Paid,debt_consolidation,CA,11.62
30950, 60 months,19.52,E,4 years,RENT,123000.0,Aug-2014,Fully Paid,debt_consolidation,VA,20.43
8000, 36 months,10.25,B,< 1 year,RENT,40000.0,Feb-2010,Fully Paid,debt_consolidation,FL,20.04
8000, 36 months,9.93,B,10+ years,OWN,65000.0,Dec-2017,Fully Paid,debt_consolidation,NC,8.93
11000, 60 months,18.49,E,10+ years,RENT,36236.0,Nov-2015,Charged Off,credit_card,TN,32.49
11000, 36 months,12.85,B,1 year,RENT,52416.0,Feb-2014,Fully Paid,credit_card,MD,14.88
10000, 36 months,10.49,B,9 years,MORTGAGE,60000.0,Aug-2016,Fully Paid,home_improvement,TX,22.12
19125, 60 months,23.43,F,10+ years,RENT,79000.0,Jul-2014,Charged Off,other,NY,4.07
14000, 36 months,11.49,B,8 years,MORTGAGE,70000.0,Oct-2016,Fully Paid,credit_card,MO,27.19
5000, 36 months,15.31,C,10+ years,OWN,52000.0,Apr-2016,Fully Paid,debt_consolidation,NM,29.43
16000, 36 months,11.48,B,7 years,OWN,62000.0,Jan-2016,Fully Paid,debt_consolidation,TX,15.2
20000, 36 months,7.26,A,2 years,MORTGAGE,75000.0,Jun-2015,Fully Paid,debt_consolidation,MS,20.9
11500, 36 months,15.31,C,2 years,RENT,33000.0,Apr-2013,Charged Off,credit_card,CA,15.89
20000, 36 months,6.24,A,1 year,RENT,225000.0,Dec-2015,Fully Paid,credit_card,CA,7.87
